county_state,total_cases,total_fatalities,death_rate,total_tests,sq_mi,obes_percent,health_ins_noninst_pop,health_ins_noninst_pop_cov_yes,health_ins_noninst_pop_cov_no,inc_hhlds,inc_hhlds_less_than_10_000,inc_hhlds_10_000_to_14_999,inc_hhlds_15_000_to_24_999,inc_hhlds_25_000_to_34_999,inc_hhlds_35_000_to_49_999,inc_hhlds_50_000_to_74_999,inc_hhlds_75_000_to_99_999,inc_hhlds_100_000_to_149_999,inc_hhlds_150_000_to_199_999,inc_hhlds_200_000_or_more,inc_med_hhld_inc_dol,inc_mean_hhld_inc_dol,inc_per_capita_inc_dol,inc_med_earn_male_full_yr_workers_dol,inc_med_earn_female_full_yr_workers_dol,race_pop,race_pop_hispanic_or_latino_of_any_race,race_pop_white_alone,race_pop_black_or_african_american_alone,race_pop_american_indian_and_alaska_native_alone,race_pop_asian_alone,race_pop_native_hawaiian_and_other_pacific_islander_alone,race_pop_some_other_race_alone,race_pop_two_or_more_races,sex_age_pop,sex_age_pop_male,sex_age_pop_female,sex_age_pop_under_5,sex_age_pop_5_to_9,sex_age_pop_10_to_14,sex_age_pop_15_to_19,sex_age_pop_20_to_24,sex_age_pop_25_to_34,sex_age_pop_35_to_44,sex_age_pop_45_to_54,sex_age_pop_55_to_59,sex_age_pop_60_to_64,sex_age_pop_65_to_74,sex_age_pop_75_to_84,sex_age_pop_85_and_over,sex_age_median_age_in_years,deaths_per_100_cases,cases_per_100_people,tests_per_100_people,pop_density,state,county,covid_severity,inc_hhlds_less_than_25_000,inc_hhlds_25_000_to_49_999,inc_hhlds_less_than_99_999,inc_hhlds_100_000_or_more,inc_hhlds_less_than_49_999,inc_hhlds_50_000_to_99_999,race_pop_other,sex_age_pop_0_to_44,sex_age_pop_45_to_74,sex_age_pop_75_and_over,sex_age_pop_0_to_64,sex_age_pop_65_and_over,sex_age_pop_0_to_35,sex_age_pop_35_to_59,sex_age_pop_60_to_84,percent_health_ins_noninst_pop_cov_yes,percent_health_ins_noninst_pop_cov_no,percent_inc_hhlds_less_than_10_000,percent_inc_hhlds_10_000_to_14_999,percent_inc_hhlds_15_000_to_24_999,percent_inc_hhlds_25_000_to_34_999,percent_inc_hhlds_35_000_to_49_999,percent_inc_hhlds_50_000_to_74_999,percent_inc_hhlds_75_000_to_99_999,percent_inc_hhlds_100_000_to_149_999,percent_inc_hhlds_150_000_to_199_999,percent_inc_hhlds_200_000_or_more,percent_race_pop_hispanic_or_latino_of_any_race,percent_race_pop_white_alone,percent_race_pop_black_or_african_american_alone,percent_race_pop_american_indian_and_alaska_native_alone,percent_race_pop_asian_alone,percent_race_pop_native_hawaiian_and_other_pacific_islander_alone,percent_race_pop_some_other_race_alone,percent_race_pop_two_or_more_races,percent_sex_age_pop_male,percent_sex_age_pop_female,percent_sex_age_pop_under_5,percent_sex_age_pop_5_to_9,percent_sex_age_pop_10_to_14,percent_sex_age_pop_15_to_19,percent_sex_age_pop_20_to_24,percent_sex_age_pop_25_to_34,percent_sex_age_pop_35_to_44,percent_sex_age_pop_45_to_54,percent_sex_age_pop_55_to_59,percent_sex_age_pop_60_to_64,percent_sex_age_pop_65_to_74,percent_sex_age_pop_75_to_84,percent_sex_age_pop_85_and_over,percent_inc_hhlds_less_than_25_000,percent_inc_hhlds_25_000_to_49_999,percent_inc_hhlds_less_than_99_999,percent_inc_hhlds_100_000_or_more,percent_inc_hhlds_less_than_49_999,percent_inc_hhlds_50_000_to_99_999,percent_race_pop_other,percent_sex_age_pop_0_to_44,percent_sex_age_pop_45_to_74,percent_sex_age_pop_75_and_over,percent_sex_age_pop_0_to_64,percent_sex_age_pop_65_and_over,percent_sex_age_pop_0_to_35,percent_sex_age_pop_35_to_59,percent_sex_age_pop_60_to_84
"Dutchess County, New York",5438.0,165.0,0.030342037513791838,212584,795.6469999999997,0.081,285918,271484,14434,107347,4288,4595,7062,8073,10738,16901,14471,20484,10440,10295,78028,100352,38048,62784,51521,293894,34970,211310,28478,410,10600,79,1112,6935,293894,146174,147720,13631,14599,17309,21866,22024,33821,33864,44870,23014,20196,27457,14698,6545,42.0,3.0342037513791835,1.8503269886421636,72.33356244088004,369.3773746397586,New York,Dutchess,1,15945,18811,66128,30924,34756,31372,8536,157114,115537,21243,245194,48700,123250,101748,62351,0.9495169943830051,0.050483005616995084,0.039945224365841615,0.04280510866628783,0.06578665449430351,0.07520470995929089,0.1000307414273338,0.15744268586919058,0.13480581665067493,0.19082042348645048,0.09725469738325243,0.09590393769737393,0.1189884788393094,0.7190007281536881,0.0968988819098042,0.0013950608042355404,0.03606742567047983,0.00026880439886489693,0.003783677108072978,0.023596943115545062,0.4973697999959169,0.5026302000040831,0.046380667859840616,0.049674372392767466,0.05889538405003165,0.07440097450101057,0.07493858329874037,0.1150789060001225,0.11522521725520085,0.1526740933806066,0.07830714475287008,0.06871865366424629,0.09342484024852496,0.050011228538180436,0.022269934057857595,0.14853698752643296,0.1752354513866247,0.6160209414329232,0.2880751208697029,0.3237724389130577,0.2922485025198655,0.029044485426718482,0.534594105357714,0.39312473204624804,0.07228116259603802,0.8342939971554371,0.16570600284456302,0.4193688881025132,0.3462064553886776,0.2121547224509517
"Erie County, New York",12819.0,647.0,0.05047195569077152,532726,1042.724,0.09699999999999999,908252,874526,33726,387847,27586,22626,39273,37590,48286,67581,48461,57408,22083,16953,55673,75293,32347,53789,43188,919866,49413,696992,119231,4092,31615,247,1276,17000,919866,444998,474868,50232,50843,53014,59078,62986,128665,101496,123733,69088,62199,87041,46937,24554,40.4,5.047195569077153,1.3935725420876521,57.91343521773825,882.1759161580629,New York,Erie,1,89485,85876,291403,79491,175361,116042,22615,506314,342061,71491,761334,158532,404818,294317,196177,0.9628671337910624,0.03713286620893761,0.07112598524675967,0.058337437185281824,0.10125900161661686,0.09691966161914364,0.12449754671300794,0.17424654567393846,0.12494875556598348,0.14801713046639525,0.056937400572906326,0.043710535339966536,0.05371760669488817,0.7577103621614453,0.1296177921566837,0.004448474016867674,0.034369136374211025,0.000268517371008386,0.0013871585643995973,0.0184809526604962,0.4837639395303229,0.5162360604696771,0.05460795376717913,0.05527218094809461,0.057632307314326225,0.06422457183981145,0.06847301672200083,0.1398736337683967,0.11033781007233663,0.13451198326712804,0.07510659161225658,0.06761745732530608,0.09462356473660294,0.05102591029563002,0.02669301833093081,0.2307224240486584,0.2214172083321516,0.7513349336207319,0.2049545310393016,0.45213963238081,0.29919530123992194,0.02458510261277186,0.5504214744321455,0.3718595969412936,0.07771892862656082,0.8276575066368362,0.17234249336316376,0.44008366435980895,0.31995638495172124,0.21326693235753905
"Essex County, New York",197.0,14.0,0.07106598984771574,21975,1794.118,0.086,35351,33978,1373,15425,669,835,1528,1587,2084,3200,2179,2225,673,445,56196,72078,30273,47135,36247,37751,1133,34773,1080,78,134,8,56,489,37751,19622,18129,1495,1870,1633,2068,1954,4517,4291,5365,3341,2895,4707,2592,1023,47.0,7.106598984771575,0.5218404810468596,58.21037853301899,21.041536844287837,New York,Essex,1,3032,3671,12082,2898,6703,5379,631,17828,16308,3615,29429,8322,13537,12997,10194,0.9611609289694776,0.03883907103052248,0.043371150729335485,0.054132901134521884,0.09905996758508914,0.10288492706645057,0.13510534846029176,0.20745542949756887,0.1412641815235008,0.14424635332252836,0.043630470016207464,0.028849270664505676,0.030012450001324468,0.9211146724590076,0.028608513681756775,0.0020661704325713225,0.0035495748456994525,0.00021191491616116132,0.0014834044131281294,0.012953299250350984,0.5197743106142884,0.4802256893857117,0.03960159995761702,0.04953511165267145,0.04325713226139705,0.0547800058276602,0.05176021827236365,0.11965245953749568,0.11366586315594288,0.1421154406505788,0.08850096686180499,0.07668671028582025,0.12468543879632328,0.06866043283621626,0.0270986199041085,0.19656401944894653,0.2379902755267423,0.7832739059967585,0.18787682333873584,0.4345542949756888,0.3487196110210697,0.016714789012211597,0.472252390665148,0.4319885565945273,0.09575905274032476,0.779555508463352,0.220444491536648,0.35858652750920506,0.3442822706683267,0.27003258191835977
"Franklin County, New York",79.0,1.0,0.012658227848101266,29115,1629.214,0.12,45937,42948,2989,19088,1478,1505,1943,1746,2657,3683,2581,2287,711,497,51696,65355,25491,48032,40869,50692,1759,41423,2915,3618,254,94,48,581,50692,27816,22876,2463,2769,2946,3023,3803,7040,6036,7430,3625,3476,4785,2494,802,40.6,1.2658227848101269,0.15584313106604591,57.43509824035351,31.114390129227964,New York,Franklin,1,4926,4403,15593,2998,9329,6264,4341,28080,19316,3296,42611,8081,22044,17091,10755,0.9349326251170079,0.06506737488299193,0.07743084660519699,0.07884534786253143,0.10179170159262364,0.09147108130762784,0.13919740150880133,0.19294844928751048,0.13521584241408213,0.11981349538977368,0.037248533109807205,0.026037300922045262,0.034699755385465166,0.8171506352087115,0.05750414266550935,0.07137220863252584,0.005010652568452616,0.0018543359898997866,0.0009468949735658488,0.01146137457586996,0.5487256371814093,0.4512743628185907,0.048587548331097616,0.05462400378757989,0.05811567900260396,0.05963465635603251,0.07502169967647755,0.13887792945632446,0.11907204292590548,0.146571451116547,0.07151029748283752,0.0685709776690602,0.09439359267734554,0.04919908466819222,0.015821036849996056,0.2580678960603521,0.2306684828164292,0.8169006705783739,0.1570620284995809,0.4887363788767812,0.3281642917015926,0.08563481417186143,0.5539335595360214,0.3810463189457903,0.06502012151818827,0.8405862858044661,0.15941371419553382,0.4348615166101161,0.33715379152529,0.212163655014598
"Fulton County, New York",361.0,28.0,0.07756232686980609,28501,495.46,0.11800000000000001,52990,49650,3340,22439,1242,1389,2541,2723,3263,4552,2852,2574,809,494,50248,63186,26875,45184,36783,53743,1581,49973,1058,132,382,15,0,602,53743,26847,26896,2677,3099,3156,3151,3060,6407,6208,8041,3781,4182,5734,2710,1537,43.8,7.756232686980609,0.6717153861898294,53.03202277505908,108.47091591652205,New York,Fulton,1,5172,5986,18562,3383,11158,7404,749,27758,21738,4247,43762,9981,21550,18030,12626,0.936969239479147,0.06303076052085299,0.055350060163108866,0.06190115424038505,0.11324034047863095,0.1213512188600205,0.14541646240919828,0.20286109006640224,0.12710013815232407,0.11471099425108072,0.03605330005793485,0.02201524132091448,0.02941778464172078,0.9298513294754666,0.019686284725452616,0.002456133822079155,0.007107902424501795,0.0002791061161453585,0.0,0.011201458794633721,0.4995441266769626,0.5004558733230374,0.04981113819474164,0.05766332359563106,0.05872392683698342,0.05863089146493498,0.05693764769365312,0.11921552574288745,0.11551271793535905,0.14961948532832184,0.07035334834304002,0.07781478518132594,0.1066929646651657,0.05042517165026143,0.0285990733676944,0.2304915548821249,0.2667676812692188,0.8272204643700699,0.15076429430901556,0.4972592361513437,0.3299612282187263,0.013936698732858232,0.5164951714641907,0.4044805835178535,0.07902424501795582,0.8142827903168784,0.18571720968312155,0.4009824535288317,0.3354855516067209,0.2349329214967531
"Genesee County, New York",380.0,6.0,0.015789473684210527,37482,492.93699999999995,0.111,57637,55277,2360,23681,1241,1354,2040,2259,3076,4602,3783,3540,1125,661,59338,71189,29465,49783,37947,58112,1849,52697,1249,501,477,0,43,1296,58112,29022,29090,2980,3516,3265,3453,3633,7081,6380,8579,5104,3668,5673,3181,1599,43.3,1.5789473684210529,0.6539096916299559,64.49958700440529,117.8893043127215,New York,Genesee,1,4635,5335,18355,4665,9970,8385,1840,30308,23024,4780,47659,10453,23928,20063,12522,0.9590540798445444,0.040945920155455694,0.0524048815506102,0.05717663950002112,0.08614501076812635,0.09539293104176344,0.12989316329546893,0.19433300958574384,0.15974832143912845,0.14948693045057218,0.04750643976183439,0.02791267260673113,0.031817868942731274,0.9068178689427312,0.021492979074889867,0.008621283039647577,0.008208287444933921,0.0,0.0007399504405286344,0.022301762114537445,0.499414922907489,0.500585077092511,0.051280286343612334,0.06050385462555066,0.05618460903083701,0.05941974118942731,0.06251720814977972,0.12185090859030835,0.10978799559471364,0.14762871696035246,0.08783039647577093,0.06311949339207049,0.09762183370044053,0.054739124449339205,0.02751583149779736,0.19572653181875765,0.2252860943372324,0.7750939571808623,0.19699337021240654,0.4210126261559901,0.3540813310248723,0.03166299559471366,0.521544603524229,0.3962004405286344,0.08225495594713657,0.8201232103524229,0.17987678964757708,0.4117566079295154,0.345247109030837,0.21548045154185025
"Greene County, New York",490.0,15.0,0.030612244897959183,24698,647.161,0.08900000000000001,44687,42212,2475,17117,1032,1193,1721,1896,2171,3128,2415,2244,793,524,53617,68228,27271,46820,39630,47617,2753,40625,2763,233,516,5,166,556,47617,24903,22714,2029,2014,2442,2735,2970,5739,5187,7032,3775,3698,5909,2750,1337,45.8,3.0612244897959178,1.0290442489027027,51.86803032530399,73.5782904099598,New York,Greene,1,3946,4067,13556,3037,8013,5543,960,23116,20414,4087,37621,9996,17929,15994,12357,0.9446147649204468,0.055385235079553334,0.06029093883273937,0.06969679266226557,0.10054331950692294,0.11076707366945142,0.12683297306771046,0.18274230297365196,0.14108780744289304,0.13109773908979375,0.046328211719343336,0.03061284103522813,0.057815486065900826,0.853161685952496,0.05802549509628914,0.004893210408047546,0.010836465968036623,0.00010500451519415334,0.003486149904445891,0.011676502089589851,0.5229854883760001,0.4770145116239998,0.04261083226578743,0.04229581872020497,0.0512842052208245,0.057437469811201874,0.062372682025327086,0.1205241825398492,0.10893168406241467,0.14767835016905728,0.07927840897158578,0.07766133943759583,0.12409433605645045,0.05775248335678434,0.028078207362916604,0.2305310510019279,0.2376000467371619,0.7919612081556348,0.17742595080913712,0.4681310977390898,0.32383011041654497,0.020160866917277444,0.4854568746456098,0.4287124346346893,0.08583069071970095,0.7900749732238487,0.20992502677615135,0.3765251905831951,0.3358884432030577,0.25950815885083056
"Hamilton County, New York",16.0,1.0,0.0625,2611,1717.376,0.08900000000000001,4550,4241,309,1124,62,44,122,112,153,269,150,137,42,33,57552,66547,25918,37391,41294,4575,71,4363,37,16,1,1,0,86,4575,2347,2228,147,167,191,291,243,267,390,631,596,333,807,348,164,54.0,6.25,0.3497267759562841,57.071038251366126,2.663947790117016,New York,Hamilton,1,228,265,912,179,493,419,103,1696,2367,512,3256,1319,1306,1617,1488,0.932087912087912,0.06791208791208793,0.05516014234875445,0.039145907473309614,0.10854092526690393,0.099644128113879,0.13612099644128114,0.2393238434163701,0.13345195729537365,0.12188612099644128,0.037366548042704624,0.029359430604982206,0.01551912568306011,0.9536612021857924,0.008087431693989072,0.003497267759562841,0.0002185792349726776,0.0002185792349726776,0.0,0.018797814207650275,0.5130054644808744,0.4869945355191257,0.032131147540983604,0.03650273224043716,0.04174863387978142,0.06360655737704918,0.05311475409836065,0.05836065573770492,0.08524590163934426,0.13792349726775954,0.13027322404371586,0.07278688524590164,0.1763934426229508,0.0760655737704918,0.03584699453551913,0.202846975088968,0.2357651245551601,0.8113879003558719,0.1592526690391459,0.4386120996441281,0.37277580071174377,0.022513661202185797,0.3707103825136612,0.5173770491803279,0.11191256830601093,0.7116939890710382,0.2883060109289617,0.2854644808743169,0.3534426229508197,0.32524590163934425
"Herkimer County, New York",387.0,10.0,0.025839793281653745,45759,1411.515,0.09,61854,58224,3630,24583,1351,1336,2820,2868,3556,4888,3411,3012,863,478,51862,63842,26151,45350,36838,62505,1309,59147,714,150,322,15,85,763,62505,30918,31587,3214,3579,3884,4133,3851,6851,6661,8638,4933,4510,6913,3562,1776,44.0,2.5839793281653747,0.619150467962563,73.20854331653467,44.2822074154366,New York,Herkimer,1,5507,6424,20230,3875,11931,8299,1013,32173,24994,5338,50254,12251,25512,20232,14985,0.9413134154622176,0.05868658453778253,0.05495667737867632,0.05434649961355408,0.11471341984298092,0.11666598869137207,0.14465280885164544,0.19883659439450027,0.13875442378879713,0.12252369523654558,0.03510556075336615,0.019444331448562016,0.02094232461403088,0.9462762978961684,0.011423086153107751,0.0023998080153587713,0.0051515878729701614,0.00023998080153587716,0.0013598912087033038,0.01220702343812495,0.4946484281257499,0.5053515718742501,0.05141988640908728,0.057259419246460275,0.06213902887768979,0.06612271018318534,0.06161107111431085,0.10960723142148628,0.10656747460203184,0.13819694424446044,0.0789216862650988,0.07215422766178706,0.11059915206783458,0.05698744100471963,0.02841372690184785,0.22401659683521133,0.2613187975430175,0.8229264125615262,0.15762925598991173,0.4853353943782289,0.3375910181832974,0.016206703463722903,0.5147268218542517,0.3998720102391808,0.08540116790656747,0.803999680025598,0.19600031997440204,0.4081593472522198,0.3236861051115911,0.23974082073434125
"Jefferson County, New York",202.0,1.0,0.0049504950495049506,43916,1268.6960000000001,0.109,102603,96498,6105,43267,2752,2149,4086,4793,6861,8836,6096,5396,1307,991,52268,65268,25884,41150,34459,114448,8485,93636,6452,427,1811,208,70,3359,114448,59931,54517,9078,7900,6749,6937,11415,19655,13294,12635,6310,5856,8506,4271,1842,32.4,0.4950495049504951,0.17649937089333148,38.37201174332448,90.20915964108029,New York,Jefferson,1,8987,11654,35573,6703,20641,14932,4064,75028,33307,6113,99829,14619,61734,32239,18633,0.9404988158240988,0.059501184175901285,0.0636050569718261,0.049668338456560435,0.09443686874523308,0.1107772667390852,0.15857350867866965,0.20422030646913356,0.140892597129452,0.12471398525435087,0.030207779601081657,0.022904291954607442,0.0741384733678177,0.8181532224241577,0.056374947574444285,0.0037309520480917104,0.01582378023207046,0.0018174192646442048,0.0006116314832937228,0.02934957360548022,0.5236526632182301,0.4763473367817699,0.07931986579057737,0.06902698168600588,0.05897001258213338,0.06061267999440794,0.09973961973996924,0.17173738291625892,0.11615755627009647,0.11039948273451697,0.05513420942261988,0.05116734237382916,0.07432196281280581,0.03731825807353558,0.016094645603243394,0.2077102641736196,0.2693507754177549,0.8221739431899601,0.15492176485543255,0.4770610395913745,0.34511290359858554,0.03550957640150985,0.6555640989794492,0.29102299734377185,0.05341290367677897,0.8722651335104152,0.1277348664895848,0.5394065427093527,0.2816912484272333,0.16280756326017054
"Kings County, New York",74553.0,5110.0,0.06854184271592023,1680230,69.37100000000001,0.095,2588145,2374783,213362,950856,88547,65443,95330,81986,105546,138339,104354,129218,62876,79217,56015,85910,31984,52893,49314,2600747,499279,940759,787705,3667,304870,846,11136,52485,2600747,1231912,1368835,193743,162283,154327,141394,171719,474552,359498,311752,148957,138974,192857,103729,46962,35.1,6.854184271592024,2.8665994808414657,64.60566906354212,37490.40665407735,New York,Kings,2,249320,187532,679545,192094,436852,242693,68134,1657516,792540,150691,2257199,343548,1298018,820207,435560,0.9175618058493632,0.08243819415063684,0.09312345928300396,0.06882535315547254,0.10025703155893216,0.08622336084538564,0.11100103485701306,0.1454889068376284,0.10974742758104276,0.13589649747175178,0.06612568043951976,0.08331124797024997,0.19197522865545935,0.3617264578215413,0.3028764428066244,0.0014099795174232633,0.11722401294704946,0.0003252911567330463,0.004281846715578254,0.02018074037959094,0.4736762168715373,0.5263237831284627,0.07449513543608817,0.062398610860648886,0.05933948976967001,0.05436668772471909,0.06602679922345388,0.1824675756619156,0.1382287473560481,0.11987017576104095,0.057274698384733314,0.05343618583430068,0.07415446408281927,0.0398843101616574,0.018057119742904637,0.26220584399740865,0.1972243957023987,0.7146665741184786,0.20202217791127156,0.4594302396998074,0.2552363344186712,0.026197857769325504,0.6373230460325437,0.3047355240628942,0.057941429904562025,0.8679041060126187,0.1320958939873813,0.4990942986764956,0.31537362150182235,0.16747496007877738
"Lewis County, New York",108.0,5.0,0.04629629629629629,12679,1274.642,0.12,26366,24621,1745,10242,442,674,822,1270,1676,1996,1424,1309,375,254,52380,66189,26169,45157,39680,26719,456,25607,206,55,145,23,20,207,26719,13451,13268,1661,1552,1903,1659,1571,3051,2982,3632,2094,1994,2559,1371,690,42.0,4.629629629629629,0.4042067442643811,47.45312324563046,20.961964222110996,New York,Lewis,1,1938,2946,8304,1684,4884,3420,305,14379,10279,2061,22099,4620,11397,8708,5924,0.9338162785405446,0.06618372145945536,0.04315563366529975,0.06580745948057021,0.08025776215582894,0.12399921890255808,0.16363991407928138,0.1948838117555165,0.13903534465924625,0.12780706893184926,0.03661394258933802,0.02479984378051162,0.01706650698005165,0.9583816759609268,0.007709869381339122,0.0020584602717167557,0.005426849807253265,0.0008608106590815523,0.0007485310078970023,0.00774729593173397,0.5034245293611288,0.4965754706388712,0.062165500205846026,0.058086006212807365,0.07122272540139975,0.062090647105056324,0.05879711067030952,0.11418840525468768,0.11160597327744302,0.13593323103409558,0.07837119652681612,0.07462854148733111,0.09577454246042144,0.051311800591339496,0.02582431977244657,0.18922085530169888,0.28763913298183946,0.8107791446983011,0.16442101152118727,0.4768599882835384,0.3339191564147627,0.011415097870429285,0.5381563681275496,0.3847075115086642,0.07713612036378607,0.8270893371757925,0.1729106628242075,0.42655039485010665,0.3259104008383547,0.221714884539092
"Livingston County, New York",280.0,6.0,0.021428571428571432,34406,631.762,0.111,61252,59228,2024,24383,1300,1300,2552,2140,3582,4760,3392,3710,1089,558,56071,69001,27073,50564,42686,63907,2223,58112,1696,115,833,22,68,838,63907,32050,31857,2804,3028,3500,5379,6509,7028,6593,8973,4736,4644,6182,3172,1359,40.8,2.1428571428571432,0.4381366673447353,53.8376077737963,101.15676473102215,New York,Livingston,1,5152,5722,19026,4799,10874,8152,1043,34841,24535,4531,53194,10713,28248,20302,13998,0.9669561810226605,0.03304381897733952,0.05331583480293648,0.05331583480293648,0.10466308493622606,0.08776606652175696,0.1469056309723988,0.1952179797399828,0.13911331665504656,0.15215519009145714,0.04466226469261371,0.022884796784645042,0.034784921839548094,0.9093213575977592,0.0265385638505954,0.0017994898837373058,0.013034565853505877,0.00034425023862800634,0.0010640461921229288,0.01311280454410315,0.5015100067285274,0.4984899932714726,0.04387625768695135,0.047381351025709235,0.054767083418091916,0.08416918334454755,0.1018511274195315,0.10997230350352856,0.10316553742156573,0.1404071541458682,0.07410768773373809,0.07266809582674824,0.09673431705446978,0.04963462531491073,0.02126527610433912,0.211294754542099,0.23467169749415576,0.7802977484312841,0.19681745478407087,0.4459664520362548,0.3343312963950293,0.016320590858591392,0.5451828438199259,0.3839172547608243,0.07089990141924983,0.8323657815262804,0.16763421847371962,0.4420173063983601,0.317680379301172,0.21903703819612874
"Madison County, New York",559.0,9.0,0.01610017889087657,46267,654.865,0.09,70843,67467,3376,26026,1382,1029,2342,2508,3323,5522,3514,4123,1285,998,60228,74989,28925,51028,40689,71359,1547,66547,1158,459,630,73,60,885,71359,35252,36107,3319,4183,3640,6378,5933,7298,7444,10199,5596,5227,7057,3454,1631,41.7,1.610017889087657,0.7833629955576732,64.83695119045953,108.96749711772655,New York,Madison,1,4753,5831,19620,5408,10584,9036,1477,38195,28079,5085,59217,12142,30751,23239,15738,0.9523453269906696,0.04765467300933049,0.05310074540843772,0.03953738569123184,0.08998693614078229,0.0963651732882502,0.1276800122953969,0.2121724429416737,0.13501882732651962,0.15841850457235074,0.04937370321985707,0.03834626911549988,0.021679115458456532,0.9325663195952858,0.016227805882929974,0.006432265026135456,0.008828599055480037,0.0010229963984921314,0.0008408189576647655,0.012402079625555291,0.4940091649266386,0.5059908350733614,0.046511302008155946,0.058619094998528576,0.051009683431662435,0.08937905519976456,0.08314298126375089,0.10227161255062432,0.10431760534760856,0.14292520915371573,0.0784203814515338,0.07324934486189548,0.09889432307067084,0.04840314466290167,0.022856261999187208,0.18262506724045185,0.2240451855836471,0.7538615230922924,0.2077922077922078,0.40667025282409897,0.3471912702681933,0.020698160007847643,0.5352513348000953,0.3934892585378159,0.07125940666208888,0.8298462702672403,0.17015372973275972,0.4309337294524867,0.3256631959528581,0.22054681259546802
"Monroe County, New York",7111.0,261.0,0.03670369849528899,510358,656.873,0.081,737093,708983,28110,300796,19837,15813,29241,29319,38894,52560,36956,45040,17786,15350,57479,77604,32502,54007,44044,744248,63631,527127,107709,1246,26259,113,1272,16891,744248,359374,384874,41595,43403,44235,51252,53257,103968,83605,99986,52237,49079,68688,34806,18137,38.9,3.670369849528899,0.9554610828648514,68.57364749384614,1133.016580069511,New York,Monroe,1,64891,68213,222620,62826,133104,89516,19522,421315,269990,52943,622617,121631,337710,235828,152573,0.961863699695968,0.038136300304032186,0.0659483503769997,0.052570512905756726,0.09721206399021264,0.09747137594914826,0.12930358116464313,0.17473636617508212,0.1228606763387811,0.14973603372385272,0.0591297756619104,0.05103126371361321,0.08549703862153475,0.7082679429437501,0.1447219206501059,0.0016741731250873365,0.03528259397405166,0.00015183111006008749,0.0017091077167825778,0.02269539185862777,0.4828686136879105,0.5171313863120895,0.05588862852167557,0.058317926282636975,0.059435833216884684,0.0688641420601735,0.07155813653513345,0.1396953703604175,0.11233486687233288,0.13434500327847707,0.07018762563016627,0.06594441637733657,0.0922918167062592,0.0467666691747912,0.024369564983715102,0.21573092727296905,0.22677495711379145,0.7401029269006236,0.2088658093857631,0.4425058843867605,0.2975970425138632,0.02623050381055777,0.5660949038492545,0.3627688619922391,0.0711362341585063,0.8365719491352345,0.1634280508647655,0.4537600369769217,0.3168674957809762,0.205002902258387
"Montgomery County, New York",261.0,9.0,0.03448275862068965,32332,403.11699999999996,0.10400000000000001,48655,45441,3214,19665,1470,1278,2649,2320,2756,3788,2123,2105,789,387,45837,62158,25427,46660,37204,49426,6766,40461,858,71,394,0,95,781,49426,24265,25161,3034,3238,3040,3000,2901,6248,5600,6382,3661,3357,4967,2579,1419,41.4,3.448275862068965,0.5280621535224376,65.41496378424311,122.60956496501015,New York,Montgomery,1,5397,5076,16384,2894,10473,5911,947,27061,18367,3998,40461,8965,21461,15643,10903,0.9339430685438291,0.06605693145617099,0.07475209763539283,0.06498855835240275,0.13470633104500382,0.11797609966946353,0.14014747012458684,0.19262649377065846,0.1079583015509789,0.10704296974319856,0.040122044241037366,0.019679633867276888,0.1368915145874641,0.8186177315582892,0.017359284587059442,0.001436490915712378,0.007971512968882773,0.0,0.0019220653097559988,0.015801400072836157,0.4909359446445191,0.5090640553554809,0.06138469631368105,0.06551207866305184,0.06150608991219196,0.0606967992554526,0.05869380488002266,0.12641120058268926,0.11330069194351153,0.12912232428276615,0.07407032735807065,0.06791971836685146,0.10049366730061103,0.05217901509327075,0.02870958604782908,0.2744469870327994,0.2581235697940503,0.8331553521484871,0.14716501398423595,0.5325705568268497,0.30058479532163745,0.019159956298304536,0.5475053615506009,0.3716060373082993,0.08088860114109983,0.8186177315582892,0.18138226844171085,0.43420466960708937,0.31649334358434833,0.2205924007607332
